cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade
16031031000140;0;4785701;COMERCIO VAREJISTA DE ANTIGUIDADES
13836224000180;0;5320202;SERVICOS DE ENTREGA RAPIDA
13590182000140;0~@~1;4757100~@~9521500;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
10737158000100;0~@~1~@~2~@~3~@~4;4721104~@~5611201~@~5611202~@~5611203~@~5620102;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES~@~SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
01341202000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
15505960000180;0;4615000;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS, MOVEIS E ARTIGOS DE USO DOMESTICO
15829273000110;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
01174997000320;0;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO
00408433000180;0;7490101;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES
02875997000230;0;1013902;PREPARACAO DE SUBPRODUTOS DO ABATE
58558313000140;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
16042959000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
16099373000100;0~@~1~@~2;4330404~@~4330405~@~4399103;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES~@~OBRAS DE ALVENARIA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
16038079000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
12977486000100;0;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
25115502000270;0;9312300;CLUBES SOCIAIS, ESPORTIVOS E SIMILARES
13242796000130;0;8593700;ENSINO DE IDIOMAS
15540984000170;0;4399103;OBRAS DE ALVENARIA
15541779000120;0~@~1~@~2~@~3;4321500~@~4742300~@~4744003~@~4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS~@~COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~INSTALACAO E MANUTENCAO ELETRICA
12868656000100;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
05252175000100;0;7119703;SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA
15552791000130;0~@~1;4321500~@~9512600;INSTALACAO E MANUTENCAO ELETRICA~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
00144293000180;0;4782201;COMERCIO VAREJISTA DE CALCADOS
16434055000140;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
16445365000160;0~@~1~@~2~@~3~@~4;4772500~@~4781400~@~4782201~@~8599699~@~9602501;CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
14540875000190;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES
00878691000120;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
16480490000100;0;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS
14506852000160;0~@~1~@~2;4120400~@~4330402~@~4330499;CONSTRUCAO DE EDIFICIOS~@~INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL~@~OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
14520573000150;0~@~1;4744002~@~4744099;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
14478023000110;0~@~1~@~2;1411801~@~4772500~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~CONFECCAO DE ROUPAS INTIMAS
14465482000160;0~@~1~@~2~@~3~@~4;0159802~@~1529700~@~4723700~@~4789001~@~4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO~@~COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~CRIACAO DE ANIMAIS DE ESTIMACAO~@~FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE
14459007000180;0~@~1;0119999~@~0151201;CRIACAO DE BOVINOS PARA CORTE~@~CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE
09276959000390;0;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
01001237000150;0~@~1;4520002~@~4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES
03454730000150;0;9319101;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS
13898773000340;0;4754702;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
13902811000120;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
10158316000240;0~@~1~@~2;4781400~@~4782201~@~4782202;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS
63089825019910;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
68483528000100;0;7490101;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES
57596462000130;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
49991599074360;0;0113000;CULTIVO DE CANADEACUCAR
05139550000100;0;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE
66282765000250;0;7711000;LOCACAO DE AUTOMOVEIS SEM CONDUTOR
90855685000140;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
10758423000200;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
44137990000180;0~@~1~@~2~@~3;0210107~@~0230600~@~6463800~@~6810201;ATIVIDADES DE APOIO A PRODUCAO FLORESTAL~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~EXTRACAO DE MADEIRA EM FLORESTAS PLANTADAS~@~OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS
49093834001150;0~@~1;4662100~@~4663000;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS~@~COMERCIO ATACADISTA DE MAQUINAS, EQUIPAMENTOS PARA TERRAPLENAGEM, MINERACAO E CONSTRUCAO, PARTES E PECAS
01091704000180;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
72135320000160;0;4530701;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
01957867000100;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
11414394000140;0~@~1;0119999~@~0121101;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE~@~HORTICULTURA, EXCETO MORANGO
04260184000180;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
08334272000130;0~@~1~@~2~@~3~@~4;8599699~@~8650003~@~8690901~@~8690999~@~8800600;ATIVIDADES DE PRATICAS INTEGRATIVAS E COMPLEMENTARES EM SAUDE HUMANA~@~ATIVIDADES DE PSICOLOGIA E PSICANALISE~@~OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO
23516834000150;0~@~1;2330399~@~4679699;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES
11095340000160;0~@~1~@~2~@~3;4520007~@~4530701~@~4530703~@~4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES~@~COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES
11397142000150;0;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
16621989000190;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
89193577000170;0~@~1~@~2~@~3;5250802~@~7911200~@~7912100~@~7990200;AGENCIAS DE VIAGENS~@~ATIVIDADES DE DESPACHANTES ADUANEIROS~@~OPERADORES TURISTICOS~@~SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE
42329524000170;0;9312300;CLUBES SOCIAIS, ESPORTIVOS E SIMILARES
08404730000160;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
53154225005390;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
16568109000160;0~@~1~@~2;4772500~@~4781400~@~9602501;CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
05874113000130;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
15642348000150;0;4520005;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
11413763000180;0~@~1~@~2~@~3;1610201~@~1622602~@~3101200~@~4754701;COMERCIO VAREJISTA DE MOVEIS~@~FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS~@~FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA~@~SERRARIAS COM DESDOBRAMENTO DE MADEIRA
15691357000130;0~@~1~@~2~@~3~@~4;5911102~@~5911199~@~5912099~@~5913800~@~7420004;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~DISTRIBUICAO CINEMATOGRAFICA, DE VIDEO E DE PROGRAMAS DE TELEVISAO~@~FILMAGEM DE FESTAS E EVENTOS~@~PRODUCAO DE FILMES PARA PUBLICIDADE
00519587000140;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
11234966000100;0;5223100;ESTACIONAMENTO DE VEICULOS
08241908000280;0~@~1~@~2;4930202~@~4930203~@~5250804;ORGANIZACAO LOGISTICA DO TRANSPORTE DE CARGA~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS
15022607000140;0;9602501;CABELEIREIROS, MANICURE E PEDICURE
10803350000140;0~@~1~@~2;8610101~@~8610102~@~8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS~@~ATIVIDADES DE ATENDIMENTO EM PRONTOSOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS~@~ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTOSOCORRO E UNIDADES PARA ATENDIMENTO A URGENCIAS
11743198000110;0;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
13645813000180;0~@~1~@~2~@~3~@~4;2539001~@~2542000~@~3314711~@~4520001~@~4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS~@~MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUARIA~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE USINAGEM, TORNEARIA E SOLDA
68950724000130;0;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES
08024319000320;0~@~1~@~2;0119999~@~0151201~@~0151202;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE~@~CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE
03592321000110;0~@~1~@~2;4120400~@~4299501~@~6462000;CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS~@~HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
02557806000100;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
15810589000160;0~@~1~@~2~@~3~@~4;4755502~@~4781400~@~4789001~@~4789099~@~7723300;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS~@~COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
03920452000180;0~@~1;1412601~@~1412603;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
15809293000120;0;1422300;FABRICACAO DE ARTIGOS DO VESTUARIO, PRODUZIDOS EM MALHARIAS E TRICOTAGENS, EXCETO MEIAS
15802999000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
05778984000150;0;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS
04650303000100;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
11623937000130;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
05883035000130;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
00564902000150;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
00114451000150;0~@~1~@~2~@~3~@~4;2229399~@~2829199~@~3092000~@~3212400~@~3299001;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE~@~FABRICACAO DE BICICLETAS E TRICICLOS NAOMOTORIZADOS, PECAS E ACESSORIOS~@~FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES~@~FABRICACAO DE GUARDACHUVAS E SIMILARES~@~FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS
00946524000170;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
11767632000100;0~@~1~@~2~@~3~@~4;4530705~@~4541205~@~4543900~@~4732600~@~4785799;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS~@~COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR~@~COMERCIO VAREJISTA DE LUBRIFICANTES~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS~@~MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
05327957000160;0;4754701;COMERCIO VAREJISTA DE MOVEIS
00696154000160;0;1412602;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
11281302000100;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
04452061000140;0;3103900;FABRICACAO DE MOVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL
06075492000160;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
84331867000110;0;4755501;COMERCIO VAREJISTA DE TECIDOS
07604524000130;0~@~1~@~2~@~3~@~4;4618499~@~4639701~@~4647801~@~4651601~@~4669999;COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA~@~COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA~@~COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS~@~COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL~@~OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
07744424000100;0;6912500;CARTORIOS
07276612000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
05632715000180;0~@~1;4712100~@~4789005;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS
01730248000170;0;6920601;ATIVIDADES DE CONTABILIDADE
07669564000160;0~@~1;1412601~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
00135349000130;0~@~1~@~2~@~3~@~4;1622602~@~1622699~@~2930101~@~3101200~@~4330402;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHOES~@~FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS~@~FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA~@~FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO~@~INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL
12919020000140;0~@~1;4520001~@~4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
04082318000110;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
00742297000160;0~@~1;4120400~@~4299501;CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
12209720000140;0~@~1;2512800~@~4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~FABRICACAO DE ESQUADRIAS DE METAL
11996855000130;0~@~1;4530703~@~4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS
14839341000160;0~@~1~@~2~@~3~@~4;4713002~@~4755502~@~4761001~@~4762800~@~4789099;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS~@~COMERCIO VAREJISTA DE LIVROS~@~COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
86995867000140;0;7490101;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES
02950360000260;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
15478785000180;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
14165731000100;0;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA
12524329000130;0~@~1;4711301~@~4729699;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
60279981000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
03727332000160;0~@~1~@~2~@~3~@~4;8630501~@~8630502~@~8630503~@~8711501~@~8711503;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES~@~ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS~@~ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS~@~ATIVIDADES DE ASSISTENCIA A DEFICIENTES FISICOS, IMUNODEPRIMIDOS E CONVALESCENTES~@~CLINICAS E RESIDENCIAS GERIATRICAS
13061201000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
06099211000100;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
05161194000120;0~@~1;6463800~@~8533300;EDUCACAO SUPERIOR  POSGRADUACAO E EXTENSAO~@~OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS
07349938000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13404577000100;0~@~1~@~2;4712100~@~4721102~@~4723700;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
09382956000170;0;4723700;COMERCIO VAREJISTA DE BEBIDAS
97057020000130;0~@~1~@~2~@~3;4623109~@~4635401~@~4744001~@~4744099;COMERCIO ATACADISTA DE AGUA MINERAL~@~COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS~@~COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
05075843000170;0;4761001;COMERCIO VAREJISTA DE LIVROS
03542390000110;0;9001999;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE
05997688000140;0~@~1~@~2;7020400~@~8550301~@~8550302;ADMINISTRACAO DE CAIXAS ESCOLARES~@~ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES~@~ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
04829042000190;0;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS
11827242000170;0~@~1~@~2;6613400~@~6619399~@~8291100;ADMINISTRACAO DE CARTOES DE CREDITO~@~ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS~@~OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE
08239099000190;0~@~1~@~2~@~3;0116499~@~0122900~@~0141501~@~0142300;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS~@~CULTIVO DE OUTRAS OLEAGINOSAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE~@~PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL, CERTIFICADAS~@~PRODUCAO DE SEMENTES CERTIFICADAS, EXCETO DE FORRAGEIRAS PARA PASTO
81072993000290;0;1610201;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
01824785000180;0;5611201;RESTAURANTES E SIMILARES
09041396000190;0~@~1;4520001~@~4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
