cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
84107424000140;1;5/19/1992;COMBEBE COMERCIO DE BEBIDAS E ESTIVAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA AMANCIO DE MIRANDA;460;69070000;EDUCANDOS;MANAUS;AM;BAIXADA;PRIVADO
93859304000190;1;9/25/1991;STAR SHOWER LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARECHAL FLORIANO PEIXOTO;492;96200380;CENTRO;RIO GRANDE;RS;BAIXADA;PRIVADO
86794435000170;1;2/25/1994;TRANSPORTES DAMIANI LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PEDRO ZORZETTO;917;99560000;CENTRO;SARANDI;RS;BAIXADA;PRIVADO
03254516000150;1;7/1/1999;VALMIR DE SOUZA LEAL ME;2135;EMPRESARIO INDIVIDUAL;RUA XV DE NOVEMBRO;SN;85168000;CENTRO;MARQUINHO;PR;BAIXADA;PRIVADO
03670470000150;1;2/15/2000;RM PRODUCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CHAMPAGNAT;501;29100010;CENTRO;VILA VELHA;ES;BAIXADA;PRIVADO
00218944000130;1;9/19/1994;SAMAMBAIA BAR E LANCHONETE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARIANA B DA CONCEICAO;382;05373000;JARDIM ESTER YOLANDA;SAO PAULO;SP;BAIXADA;PRIVADO
10006140000120;1;7/10/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PMN;3999;ASSOCIACAO PRIVADA;AVENIDA FERNAO DIAS PAES LEME;;13220005;CENTRO;VARZEA PAULISTA;SP;BAIXADA;PRIVADO
83671149000120;1;12/28/1993;AGRESTE COMERCIAL EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE JULIO MARIA;1515;66812470;PONTA GROSSA;BELEM;PA;ATIVA;PRIVADO
92279066000180;1;8/19/1988;REVERSUL PINTURA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CAIBOATE;268;91570510;LOMBA DO PINHEIRO;PORTO ALEGRE;RS;BAIXADA;PRIVADO
25336082000170;1;7/26/1988;ARIOVALDO A PERES & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TULIPA;531;38760000;DAS FLORES;SERRA DO SALITRE;MG;BAIXADA;PRIVADO
09233045000180;1;12/4/2007;J J O PESCADOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA AMAZONAS;4160;89022002;GARCIA;BLUMENAU;SC;BAIXADA;PRIVADO
78162641000130;1;2/20/1984;JOAO BIIHRER MACHADO;2135;EMPRESARIO INDIVIDUAL;RUA JOAQUIM NABUCO;1345;83040210;CIDADE JARDIM;SAO JOSE DOS PINHAIS;PR;BAIXADA;PRIVADO
66838848000100;1;4/20/1993;HIDROMAN ENGENHARIA LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA DOUTOR TRAJANO BARROS CAMARGO;1884;13480756;CENTRO;LIMEIRA;SP;BAIXADA;PRIVADO
66788332000190;1;9/5/1991;MOGI CEREAIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SHOZO SAKAI;689;08745100;VILA NOVA CINTRA;MOGI DAS CRUZES;SP;BAIXADA;PRIVADO
66944612000140;1;9/25/1991;CLEUSA APARECIDA DE ARAUJO PENHOLATO;2135;EMPRESARIO INDIVIDUAL;RUA TREZE DE MAIO;278;17120000;CENTRO;AGUDOS;SP;BAIXADA;PRIVADO
34481416000190;1;12/15/1988;IZAIAS BATISTA PEQUENO;2135;EMPRESARIO INDIVIDUAL;RUA TANCREDO NEVES;SN;76916000;NOVO RIACHUELO;PRESIDENTE MEDICI;RO;BAIXADA;PRIVADO
11855224000100;1;4/22/2010;CLEBER MARCELINO DE GOIS ME;2135;EMPRESARIO INDIVIDUAL;RUA DANTAS BARRETO;158;55295080;SAO JOSE;GARANHUNS;PE;BAIXADA;PRIVADO
31473234000180;1;3/26/1987;JAIME ANTONIO PRATTI;2135;EMPRESARIO INDIVIDUAL;LOCALIDADE;141;29700778;HONORIO FRAGA;COLATINA;ES;BAIXADA;PRIVADO
66717869000160;1;8/15/1991;CLARA C PURCHIO CERAMICA E ARTE;2135;EMPRESARIO INDIVIDUAL;RUA DA PAZ;1769;04713002;CHACARA SANTO ANTONIO ZONA SUL;SAO PAULO;SP;BAIXADA;PRIVADO
24373177000100;1;4/10/1989;LUIZ SOARES DA SILVA;2135;EMPRESARIO INDIVIDUAL;TRAVESSA 2 DE FEVEREIRO;29;59215000;SAO SEBASTIAO;NOVA CRUZ;RN;BAIXADA;PRIVADO
15410529000150;1;4/23/2012;SELMA DE SOUSA LOPES MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA CENTRAL;85;74565450;SETOR URIAS MAGALHAES;GOIANIA;GO;BAIXADA;PRIVADO
14643957000160;1;11/18/2011;J S FRANCA COMERCIO ME;2135;EMPRESARIO INDIVIDUAL;TRAVESSA INDEPENDENCIA;10;65275000;CENTRO;APICUM ACU;MA;ATIVA;PRIVADO
12717654000110;1;10/21/2010;OSVALDO CLEMENTE DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA PEDRO CICILIO OCCIUZZI;37;02992200;PARQUE PANAMERICANO;SAO PAULO;SP;ATIVA;PRIVADO
13340861000160;1;3/8/2011;ANTONIO CARLOS DE MELO DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA B;1;23026060;GUARATIBA;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
09177994000190;1;11/5/2007;CLINICA ODONTOLOGICA RIO DO SUL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;CONDOMINIO JARDIM EUROPA II AREA ESPECIAL;2;73100000;SOBRADINHO;BRASILIA;DF;ATIVA;PRIVADO
12243973000130;1;7/16/2010;SABOR DA BRASA GRILL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PARANA;5463;87502000;ZONA III;UMUARAMA;PR;ATIVA;PRIVADO
13225232000190;1;1/6/2011;JOSE DOS PASSOS SILVA DEMOLICOES ME;2135;EMPRESARIO INDIVIDUAL;RUA ASSEMBLEIA DE DEUS;39;11500040;JARDIM SAO FRANCISCO;CUBATAO;SP;ATIVA;PRIVADO
95992020000100;1;11/23/1992;MUNICIPIO DE MACIEIRA;1244;MUNICIPIO;RUA JOSE AUGUSTO ROYER;133;89518000;CENTRO;MACIEIRA;SC;ATIVA;PUBLICO
13895763000190;1;7/1/2011;VANESSA DE VILHENA BRITO MEI;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO FURTADO;;68904275;NOVO BURITIZAL;MACAPA;AP;ATIVA;PRIVADO
08052233000140;1;4/3/2006;ROGERIO SILVEIRA;2135;EMPRESARIO INDIVIDUAL;AVENIDA DOUTOR CAMPOS SALES;251;13010080;CENTRO;CAMPINAS;SP;ATIVA;PRIVADO
11845452000190;1;4/22/2010;FABIO GONCALVES LIMA MEI;2135;EMPRESARIO INDIVIDUAL;ALAMEDA POLIVALENTE;2635;68372090;JARDIM UIRAPURU;ALTAMIRA;PA;BAIXADA;PRIVADO
14678879000130;1;11/25/2011;EDIANA GONCALVES MARQUES MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA AVELINO PARANHO;52;03533010;VILA TALARICO;SAO PAULO;SP;ATIVA;PRIVADO
04342703000230;0;3/18/2004;FARMACIA FAGUNDES VARELA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BERNARDO VIEIRA DE MELO;3448;54400000;PIEDADE;JABOATAO DOS GUARARAPES;PE;ATIVA;PRIVADO
16895312000140;1;9/24/2012;MARIA CRISTIANE DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA IMPERIAL SERRANO;4;53900000;PILAR;ILHA DE ITAMARACA;PE;ATIVA;PRIVADO
14577677000100;1;11/7/2011;FRANCISCO LOPES DA SILVA FILHO MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOS TAMARINEIROS;614;65608230;TRIZIDELA;CAXIAS;MA;ATIVA;PRIVADO
00897996000180;1;11/7/1995;A C M C REPRESENTACOES COMERCIAIS LTDA ME SC;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA ANTONIO CARLOS;100;37750000;CENTRO;MACHADO;MG;ATIVA;PRIVADO
10763196000120;1;4/15/2009;B F SILVA MERCADO ME;2135;EMPRESARIO INDIVIDUAL;RUA VENEZUELA;2295;76913424;JARDIM DAS SERINGUEIRAS;JI PARANA;RO;ATIVA;PRIVADO
02541280000170;1;5/19/1998;MORASCO & CASTILHO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GONCALO IBANHEZ;835;16200285;VILA STAFF;BIRIGUI;SP;ATIVA;PRIVADO
11815700000150;1;4/14/2010;EDNEIA PROENCA SARDINHA MEI;2135;EMPRESARIO INDIVIDUAL;RUA BABACU;310;08760020;JARDIM PLANALTO;MOGI DAS CRUZES;SP;BAIXADA;PRIVADO
12573114000100;1;9/23/2010;MARCELO GOES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOSE CAVALLI;39;13290000;SANTO ANTONIO;LOUVEIRA;SP;ATIVA;PRIVADO
13321010000170;1;2/9/2011;VALDECIR JOSE DE SOUSA ME;2135;EMPRESARIO INDIVIDUAL;RUA AIDA;80;04224000;VILA INDEPENDENCIA;SAO PAULO;SP;ATIVA;PRIVADO
11210997000120;1;10/6/2009;L D W SOFTWARE SOLUTIONS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GUAPORE;270;01109030;LUZ;SAO PAULO;SP;ATIVA;PRIVADO
13317379000100;1;2/24/2011;QUADROS CONTABILIDADE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SETE DE SETEMBRO;1036;84010350;CENTRO;PONTA GROSSA;PR;ATIVA;PRIVADO
15260842000150;1;3/26/2012;NAYARA CRISTINA SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA JOSE BARCELOS;745;35164069;BETHANIA;IPATINGA;MG;ATIVA;PRIVADO
15731794000130;1;6/12/2012;ROGERIO DUARTE RODRIGUES CONSTRUCOES ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA BR 116;240;92990970;PICADA;ELDORADO DO SUL;RS;ATIVA;PRIVADO
14128492000100;1;8/16/2011;LAIZA ERIKA BATISTA DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MAXIMILIANO BARCELINO;100;12460000;VILA INGLESA;CAMPOS DO JORDAO;SP;ATIVA;PRIVADO
15744359000140;1;6/20/2012;EDGARDO MARCOS ASTOLA SANCHEZ MEI;2135;EMPRESARIO INDIVIDUAL;RUA MANOEL JOAQUIM PINTO;SN;88600000;CENTRO;SAO JOAQUIM;SC;ATIVA;PRIVADO
08778471000480;0;7/3/2009;JOAO VICENTE PAES MARQUES;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA VELHA;SN;19960000;FAZENDA VELHA;CAMPOS NOVOS PAULISTA;SP;ATIVA;PRIVADO
08404445000300;0;1/8/2007;ANTONIO CARLOS CHECCO E OUTROS;4120;PRODUTOR RURAL PESSOA FISICA;SITIO RECANTO COLORADO;SN;17380000;GRAMADO;BROTAS;SP;ATIVA;PRIVADO
13397678000100;1;3/22/2011;JURACY CRUZ ALVES MEI;2135;EMPRESARIO INDIVIDUAL;RUA EDSON FRANCISCO;90;45300000;SAO ROQUE;AMARGOSA;BA;ATIVA;PRIVADO
05112656000110;1;5/24/2002;LUCIANE CARVALHO ALTVATER ME;2135;EMPRESARIO INDIVIDUAL;RUA SILVESTRE CALEGIONI;82;14140000;FRANCISCO CASTILHO;CRAVINHOS;SP;ATIVA;PRIVADO
07907910000100;1;11/22/2005;ASSOCIACAO DOS PRODUTORES RURAIS DO RINCAO DOS MENEZES;3999;ASSOCIACAO PRIVADA;DISTRITO RINCAO DOS MENEZES;SN;97590000;PRIMEIRO DISTRITO;ROSARIO DO SUL;RS;ATIVA;PRIVADO
15243526000170;1;3/21/2012;V F DE LIMA ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA BR 364;;76861000;ZONA RUAL;ITAPUA DO OESTE;RO;ATIVA;PRIVADO
07144606000140;1;12/8/2004;CRISTINA SILVA DA COSTA SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA JIPARANA;168;08246050;PARADA QUINZE;SAO PAULO;SP;ATIVA;PRIVADO
09350106000190;1;12/18/2007;ASSOCIACAO DAS OPERADORAS DE RECEPTIVO DE SAO PAULO;3999;ASSOCIACAO PRIVADA;RUA CORONEL JOAQUIM FERREIRA LOBO;203;04544150;VILA NOVA CONCEICAO;SAO PAULO;SP;BAIXADA;PRIVADO
13288285000150;1;2/9/2011;MEYRIANE APARECIDA LOPES DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA FELICIO FERNANDES NOGUEIRA;35A;12980000;CENTRO;JOANOPOLIS;SP;ATIVA;PRIVADO
01260773000170;1;6/1/1996;EVALDO JOSE DE OLIVEIRA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PADRE ANTONIO OTERO SOARES;195;84970000;CENTRO;SANTANA DO ITARARE;PR;ATIVA;PRIVADO
08084145000120;1;6/19/2006;FUSAZAKI ASSESSORIA EM TRADUCOES LTDA ME SS;2240;SOCIEDADE SIMPLES LIMITADA;RUA GASPAR CONQUEIRO;836;08730480;VILA VITORIA;MOGI DAS CRUZES;SP;ATIVA;PRIVADO
02958812000170;1;12/1/1998;CINCO ESTRELAS DIVULGACAO E COMERCIO DE BRINDES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MADRE SOFIA MARCHETTI;207;08270020;VILA CARMOSINA;SAO PAULO;SP;BAIXADA;PRIVADO
11615657000180;1;2/11/2010;CASA E CAMPO MATERIAIS DE CONSTRUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA B LOTEAMENTO SAO SANTIAGO;188;44570000;MARIA PRETA;SANTO ANTONIO DE JESUS;BA;BAIXADA;PRIVADO
46249322000170;1;7/28/1981;ARTCONT AUDITORIA E ASSESSORIA CONTABEIS LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA TAIACUPEBA;37;03150030;QUINTA DA PAINEIRA;SAO PAULO;SP;ATIVA;PRIVADO
11682310000150;1;3/15/2010;FRANCIELE PIASSA GENOVAI MEI;2135;EMPRESARIO INDIVIDUAL;RUA ARDUINO EUGENIO DONIN;442;85906508;JARDIM CONCORDIA;TOLEDO;PR;BAIXADA;PRIVADO
24347734000100;1;10/2/1995;J E DA SILVA MERCADINHO ME;2135;EMPRESARIO INDIVIDUAL;RUA ALTO DO FRADE;313;55630000;ALTO DO FRADE;POMBOS;PE;ATIVA;PRIVADO
09407977000100;1;2/14/2008;IARA MEYER GUERRA COMERCIO DE CONFECCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANDRADAS;406;97573000;CENTRO;SANTANA DO LIVRAMENTO;RS;ATIVA;PRIVADO
09435040000130;1;1/29/2008;SONIA MARIA EBERTZ RODRIGUES ME;2135;EMPRESARIO INDIVIDUAL;RUA ALEXANDRE DE GUSMAO;1630;92030340;ESTANCIA VELHA;CANOAS;RS;BAIXADA;PRIVADO
11130254000140;1;9/11/2009;CLOVIS FRANCO GOMES;2135;EMPRESARIO INDIVIDUAL;RUA JOHANES KARL KLEMM;143;96835250;SANTO ANTONIO;SANTA CRUZ DO SUL;RS;ATIVA;PRIVADO
77832574000150;1;12/21/1988;ASSOC DE DESENVOLVIMENTO COMUNITARIO DE MARCIANOPOLIS;3999;ASSOCIACAO PRIVADA;RUA PRINCIPAL;SN;85710000;MARCIANOPOLIS;SANTO ANTONIO DO SUDOESTE;PR;ATIVA;PRIVADO
12307005000140;1;12/8/1987;RAIMUNDO FELIX VIEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO ARRUDA;1060A;60347255;JARDIM GUANABARA;FORTALEZA;CE;ATIVA;PRIVADO
12834424000130;1;10/28/2010;LIBRA FOMENTO MERCANTIL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JUNDIAPEBA;36;03143050;VILA ZELINA;SAO PAULO;SP;BAIXADA;PRIVADO
03690329000110;1;3/10/2000;TECH CELL SOFTWARE E COMPUTADORES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA T 002;2091;74215010;SETOR BUENO;GOIANIA;GO;ATIVA;PRIVADO
05375384000140;1;11/4/2002;A M DO NASCIMENTO VESTUARIO ME;2135;EMPRESARIO INDIVIDUAL;RUA RAIMUNDO ALVES CAVALCANTE;608;61880000;P SANTO ANTONIO;ITAITINGA;CE;BAIXADA;PRIVADO
09502486000130;1;4/16/2008;ANDERSON DA COSTA PAIVA ME;2135;EMPRESARIO INDIVIDUAL;QNN 38 CONJUNTO B;;72220382;CEILANDIA SUL CEILANDIA;BRASILIA;DF;BAIXADA;PRIVADO
57970550000150;1;9/18/1987;MERCEARIA DA FOFINHA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DANIEL MALETTINI;516;02411000;VILA AURORA;SAO PAULO;SP;ATIVA;PRIVADO
09502087000170;1;4/9/2008;DIONIL GUEDES ME;2135;EMPRESARIO INDIVIDUAL;RUA 5 DE MAIO;123;95270000;SAO GOTARDO;FLORES DA CUNHA;RS;ATIVA;PRIVADO
15429014000100;1;4/25/2012;FABIO SOARES DE CARVALHO ME;2135;EMPRESARIO INDIVIDUAL;RUA BARAO DO COTEGIPE;267;48970000;CENTRO;SENHOR DO BONFIM;BA;ATIVA;PRIVADO
03254985000170;1;6/28/1999;BELLA ROCHA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ACADEMICO NILO FIGUEIREDO;3180;33400970;DOUTOR LUND;LAGOA SANTA;MG;ATIVA;PRIVADO
05268684000120;1;8/26/2002;SHIRLEY MOREIRA PAIM DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA JOAO PAULINELLI DE CARVALHO;432;38900000;CENTRO;BAMBUI;MG;ATIVA;PRIVADO
12831267000100;1;11/9/2010;PROMOLOVER MARKETING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CORONEL FREDERICO LINCK;1265;93336001;RIO BRANCO;NOVO HAMBURGO;RS;ATIVA;PRIVADO
12680215000180;1;10/18/2010;JOAO ADALBERTO SANTOS DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA AIURUOCA;263;31910130;SAO PAULO;BELO HORIZONTE;MG;ATIVA;PRIVADO
06236931000170;1;3/30/2004;GONCALVES E ALVES MATERIAIS DE ESCRITORIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VARZEA PAULISTA;210;13202700;VILA PROGRESSO;JUNDIAI;SP;ATIVA;PRIVADO
11142530000190;1;9/15/2009;COMERCIAL MISTER MOORE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MISTER MOORE;39;36013180;CENTRO;JUIZ DE FORA;MG;ATIVA;PRIVADO
14557826000160;1;11/1/2011;PAULO ROBERTO FERNANDES SPERANCIN MEI;2135;EMPRESARIO INDIVIDUAL;RUA LOBELIA;33;07600000;JARDIM MARIA ANTONINA;MAIRIPORA;SP;ATIVA;PRIVADO
44766988000170;1;10/8/1980;MADEIRAS PAULICEIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA 1 DE MAIO;SN;76980000;SETOR PIONEIRO;VILHENA;RO;ATIVA;PRIVADO
15289848000150;1;3/29/2012;RIVONALDO RIBEIRO CHAVES JUNIOR MEI;2135;EMPRESARIO INDIVIDUAL;RUA BENEDITO PALMIRO RODRIGUES;157;07417285;PARQUE RODRIGO BARRETO;ARUJA;SP;ATIVA;PRIVADO
21779491000190;1;3/26/1980;CASA DELTA COMERCIAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DOM JOSE GASPAR;701;30535610;CORACAO EUCARISTICO;BELO HORIZONTE;MG;ATIVA;PRIVADO
28180743000100;1;4/2/1984;CONDOMINIO DO EDIFICIO TERRA VERDE;3085;CONDOMINIO EDILICIO;RUA ALMIRANTE ALEXANDRINO;1566;20241263;SANTA TERESA;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
16693823000180;1;8/14/2012;ANA CELIA SOUZA DE JESUS MEI;2135;EMPRESARIO INDIVIDUAL;LOTEAMENTO JARDIM METROPOLES;23;42700000;ITINGA;LAURO DE FREITAS;BA;ATIVA;PRIVADO
15446367000100;1;4/28/2012;MARCELO MARINHO MAGNAVITA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA EDGARD SANTOS;113;41192005;NARANDIBA;SALVADOR;BA;ATIVA;PRIVADO
15060269000130;1;2/14/2012;SKY SOLAR PARTICIPACOES II LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ALENCASTRO GUIMARAES;237;39445970;CENTRO;CAPITAO ENEAS;MG;ATIVA;PRIVADO
09348254000250;0;4/7/2009;FREDEANA COMERCIO DE COSMETICOS E SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FERNANDO BARRETO;2465;59075720;LAGOA NOVA;NATAL;RN;ATIVA;PRIVADO
08698684000310;0;5/20/2010;PROJETO FOX 41 DESENVOLVIMENTO IMOBILIARIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA RAPOSO TAVARES;SN;05576000;BUTANTA;SAO PAULO;SP;ATIVA;PRIVADO
15618621000100;1;5/15/2012;SOUZA & TEIXEIRA ASSOCIADOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRANCISCO ANTUNES;969;07040010;VILA AUGUSTA;GUARULHOS;SP;ATIVA;PRIVADO
82340126000170;1;12/6/1990;REPRESENTACOES COMERCIAIS LORECELOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TULIPA;956;85420000;CENTRO;CORBELIA;PR;BAIXADA;PRIVADO
87477170000140;1;11/23/1973;GUIDO KRUGER;2135;EMPRESARIO INDIVIDUAL;LOCALIDADE HERVAL;SN;96600000;2 DISTRITO;CANGUCU;RS;BAIXADA;PRIVADO
07575989000100;1;8/15/2005;LEONARDO ANDREOTTI DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;SHIN BLOCO M;224;71515200;LAGO NORTE;BRASILIA;DF;BAIXADA;PRIVADO
53414850000100;1;5/21/1968;ROBERTO RIBEIRO PEDRO & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA MELO PEIXOTO;200;19900060;CENTRO;OURINHOS;SP;BAIXADA;PRIVADO
03930303000100;1;7/4/2000;ZUCA EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BRIGADEIRO FARIA LIMA;1656;01451000;JARDIM PAULISTANO;SAO PAULO;SP;BAIXADA;PRIVADO
03227862000140;1;6/16/1999;CARLOS DA SILVA ARACATUBA ME;2135;EMPRESARIO INDIVIDUAL;RUA JOAQUIM DE ALMEIDA;256;16074380;AMIZADE;ARACATUBA;SP;BAIXADA;PRIVADO
93467470000140;1;7/2/1990;CLAUDIOMIRO M PETERS ME;2135;EMPRESARIO INDIVIDUAL;LOCALIDADE LOCALIDADE PADILHA;SN;95600000;PADILHA;TAQUARA;RS;BAIXADA;PRIVADO
53065827000140;1;11/21/1983;ASSEF CRED PRESTACAO DE SERVICOS LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;AVENIDA IPIRANGA;1071;08210040;SANTA EFIGENIA;SAO PAULO;SP;BAIXADA;PRIVADO
01179214000130;1;5/7/1996;DECORPISO REVESTIMENTOS CERAMICOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SAO GABRIEL;315;95180000;MONTE PASQUAL;FARROUPILHA;RS;BAIXADA;PRIVADO
10117342000140;1;7/12/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR GO PP;3999;ASSOCIACAO PRIVADA;RUA DO COMERCIO;240;75665000;VILA RABELO;AGUA LIMPA;GO;BAIXADA;PRIVADO
18036764000100;1;6/29/1983;ORGELINO JOSE LOURENCO;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR COELHO DE MOURA;45;35540000;CENTRO;OLIVEIRA;MG;BAIXADA;PRIVADO
15897407000130;1;7/4/2012;ELEICAO 2012 MAIKON DE FREITAS TAVARES VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RODOVIA 422;;68470000;ESTRADA;OEIRAS DO PARA;PA;BAIXADA;PRIVADO
15916074000140;1;7/5/2012;ROSALVA GONCALVES DE LIMA E SILVA COSTA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PAPOULA AZUL;80;30555185;HAVAI;BELO HORIZONTE;MG;ATIVA;PRIVADO
08300349000150;1;8/31/2006;JOSE DORIVAL FURIO E OUTRO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SANTO ANTONIO;SN;17830000;CAPIM FINO;FLORIDA PAULISTA;SP;ATIVA;PRIVADO
01005943000170;1;1/18/1996;IRAIZE RODRIGUES DOS SANTOS BACELAR ME;2135;EMPRESARIO INDIVIDUAL;RUA ARAUJO PINHO;197;48700000;CENTRO;SERRINHA;BA;ATIVA;PRIVADO
16989192000140;1;10/10/2012;IRENE DOS SANTOS SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PEDRO GRASSI;723;16075115;TV;ARACATUBA;SP;ATIVA;PRIVADO
17026348000150;1;10/18/2012;RAFAELA FRISSO BARBOSA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA COMENDADOR RAFAEL;1452;29900052;CENTRO;LINHARES;ES;ATIVA;PRIVADO
11528731000120;1;2/9/2010;THAYNA FERREIRA NOIA MEI;2135;EMPRESARIO INDIVIDUAL;RUA I;SN;77413520;VILA IRIS;GURUPI;TO;ATIVA;PRIVADO
10581860000110;1;1/1/2009;REGIME PROPRIO DE PREVIDENCIA SOCIAL DOS SERVIDORES EFETIVOS DO MUNICIPIO DE SAO JERONIMO;1201;FUNDO PUBLICO;RUA CORONEL SOARES DE CARVALHO;558;96700000;CENTRO;SAO JERONIMO;RS;ATIVA;PUBLICO
11262654000100;1;10/21/2009;CONDOMINIO EDIFICIO MONTE SINAI SPE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TRIUNFO;1159;14020670;JARDIM BOTANICO;RIBEIRAO PRETO;SP;ATIVA;PRIVADO
13372876000100;1;2/1/2011;GRUPO ESPIRITA ANDRE LUIZ;3220;ORGANIZACAO RELIGIOSA;AVENIDA CONSELHEIRO RODRIGUES ALVES;147;12490000;CENTRO;SAO BENTO DO SAPUCAI;SP;ATIVA;PRIVADO
08367216000100;1;10/10/2006;JUSCELINA DO NASCIMENTO WOLFART ME;2135;EMPRESARIO INDIVIDUAL;RUA SETE DE SETEMBRO;1380;97900000;CENTRO;CERRO LARGO;RS;ATIVA;PRIVADO
11028573000140;1;8/7/2009;C ANTONIO DA SILVA;2135;EMPRESARIO INDIVIDUAL;RUA NILO;239;30881480;SAO SALVADOR;BELO HORIZONTE;MG;ATIVA;PRIVADO
